"tableID","stub"
"B25003I","TENURE (HISPANIC OR LATINO HOUSEHOLDER)"
"B25004","VACANCY STATUS"
"C25004","VACANCY STATUS"
"B25005","VACANT - CURRENT RESIDENCE ELSEWHERE"
"B25006","RACE OF HOUSEHOLDER"
"B25007","TENURE BY AGE OF HOUSEHOLDER"
"B25008","TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE"
"B25009","TENURE BY HOUSEHOLD SIZE"
"B25010","AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE"
"B25011","TENURE BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER"
"B25012","TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN"
"B25013","TENURE BY EDUCATIONAL ATTAINMENT OF HOUSEHOLDER"
"B25014","TENURE BY OCCUPANTS PER ROOM"
"B25014A","OCCUPANTS PER ROOM (WHITE ALONE HOUSEHOLDER)"
"B25014B","OCCUPANTS PER ROOM (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER)"
"B25014C","OCCUPANTS PER ROOM (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER)"
"B25014D","OCCUPANTS PER ROOM (ASIAN ALONE HOUSEHOLDER)"
"B25014E","OCCUPANTS PER ROOM (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER)"
"B25014F","OCCUPANTS PER ROOM (SOME OTHER RACE ALONE HOUSEHOLDER)"
"B25014G","OCCUPANTS PER ROOM (TWO OR MORE RACES HOUSEHOLDER)"
"B25014H","OCCUPANTS PER ROOM (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)"
"B25014I","OCCUPANTS PER ROOM (HISPANIC OR LATINO HOUSEHOLDER)"
"B25015","TENURE BY AGE OF HOUSEHOLDER BY OCCUPANTS PER ROOM"
"B25016","TENURE BY PLUMBING FACILITIES BY OCCUPANTS PER ROOM"
"B25017","ROOMS"
"B25018","MEDIAN NUMBER OF ROOMS"
"B25019","AGGREGATE NUMBER OF ROOMS"
"B25020","TENURE BY ROOMS"
"B25021","MEDIAN NUMBER OF ROOMS BY TENURE"
"B25022","AGGREGATE NUMBER OF ROOMS BY TENURE"
"B25024","UNITS IN STRUCTURE"
"B25026","TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT"
"B25027","MORTGAGE STATUS BY AGE OF HOUSEHOLDER"
"B25031","MEDIAN GROSS RENT BY BEDROOMS"
"B25032","TENURE BY UNITS IN STRUCTURE"
"C25032","TENURE BY UNITS IN STRUCTURE"
"B25032A","UNITS IN STRUCTURE (WHITE ALONE HOUSEHOLDER)"
"B25032B","UNITS IN STRUCTURE (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER)"
"B25032C","UNITS IN STRUCTURE (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER)"
"B25032D","UNITS IN STRUCTURE (ASIAN ALONE HOUSEHOLDER)"
"B25032E","UNITS IN STRUCTURE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER)"
"B25032F","UNITS IN STRUCTURE (SOME OTHER RACE ALONE HOUSEHOLDER)"
"B25032G","UNITS IN STRUCTURE (TWO OR MORE RACES HOUSEHOLDER)"
"B25032H","UNITS IN STRUCTURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)"
"B25032I","UNITS IN STRUCTURE (HISPANIC OR LATINO HOUSEHOLDER)"
"B25033","TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE BY UNITS IN STRUCTURE"
"C25033","TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE BY UNITS IN STRUCTURE"
"B25034","YEAR STRUCTURE BUILT"
"B25035","MEDIAN YEAR STRUCTURE BUILT"
"B25036","TENURE BY YEAR STRUCTURE BUILT"
"B25037","MEDIAN YEAR STRUCTURE BUILT BY TENURE"
"B25038","TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT"
"B25039","MEDIAN YEAR HOUSEHOLDER MOVED INTO UNIT BY TENURE"
"B25040","HOUSE HEATING FUEL"
"B25041","BEDROOMS"
"B25042","TENURE BY BEDROOMS"
"B25043","TENURE BY TELEPHONE SERVICE AVAILABLE BY AGE OF HOUSEHOLDER"
"B25044","TENURE BY VEHICLES AVAILABLE"
"B25045","TENURE BY VEHICLES AVAILABLE BY AGE OF HOUSEHOLDER"
"C25045","TENURE BY VEHICLES AVAILABLE "
"B25046","AGGREGATE NUMBER OF VEHICLES AVAILABLE BY TENURE"
"B25047","PLUMBING FACILITIES FOR ALL HOUSING UNITS"
"B25048","PLUMBING FACILITIES FOR OCCUPIED HOUSING UNITS"
"B25049","TENURE BY PLUMBING FACILITIES"
"B25050","PLUMBING FACILITIES BY OCCUPANTS PER ROOM BY YEAR STRUCTURE BUILT"
"B25051","KITCHEN FACILITIES FOR ALL HOUSING UNITS"
"B25052","KITCHEN FACILITIES FOR OCCUPIED HOUSING UNITS"
"B25053","TENURE BY KITCHEN FACILITIES"
"B25054","KITCHEN FACILITIES BY MEALS INCLUDED IN RENT"
"B25055","AGE OF HOUSEHOLDER BY MEALS INCLUDED IN RENT"
"C25055","AGE OF HOUSEHOLDER"
"B25056","CONTRACT RENT"
"C25056","CONTRACT RENT"
"B25057","LOWER CONTRACT RENT QUARTILE (DOLLARS)"
"B25058","MEDIAN CONTRACT RENT (DOLLARS)"
"B25059","UPPER CONTRACT RENT QUARTILE (DOLLARS)"
"B25060","AGGREGATE CONTRACT RENT (DOLLARS)"
"B25061","RENT ASKED"
"B25062","AGGREGATE RENT ASKED (DOLLARS)"
"B25063","GROSS RENT"
"B25064","MEDIAN GROSS RENT (DOLLARS)"
"B25065","AGGREGATE GROSS RENT (DOLLARS)"
"B25066","AGGREGATE GROSS RENT (DOLLARS) BY UNITS IN STRUCTURE"
"B25067","AGGREGATE GROSS RENT (DOLLARS) BY MEALS INCLUDED IN RENT"
"B25068","BEDROOMS BY GROSS RENT"
"C25068","BEDROOMS BY GROSS RENT"
"B25069","INCLUSION OF UTILITIES IN RENT"
"B25070","GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS"
"B25071","MEDIAN GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS (DOLLARS)"
"B25072","AGE OF HOUSEHOLDER BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS"
"B25074","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS"
"C25074","HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS"
"B25075","VALUE"
"C25075","VALUE"
"B25076","LOWER VALUE QUARTILE (DOLLARS)"
"B25077","MEDIAN VALUE (DOLLARS)"
"B25078","UPPER VALUE QUARTILE (DOLLARS)"
"B25079","AGGREGATE VALUE (DOLLARS) BY AGE OF HOUSEHOLDER"
"B25080","AGGREGATE VALUE (DOLLARS) BY UNITS IN STRUCTURE"
"B25081","MORTGAGE STATUS"
"B25082","AGGREGATE VALUE (DOLLARS) BY MORTGAGE STATUS"
"B25083","MEDIAN VALUE (DOLLARS) FOR MOBILE HOMES"
"B25085","PRICE ASKED"
"C25085","PRICE ASKED"
"B25086","AGGREGATE PRICE ASKED (DOLLARS)"
"B25087","MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS"
"B25088","MEDIAN SELECTED MONTHLY OWNER COSTS (DOLLARS) BY MORTGAGE STATUS"
"B25089","AGGREGATE SELECTED MONTHLY OWNER COSTS (DOLLARS) BY MORTGAGE STATUS"
"B25090","MORTGAGE STATUS BY AGGREGATE REAL ESTATE TAXES PAID (DOLLARS)"
"B25091","MORTGAGE STATUS BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS"
"B25092","MEDIAN SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS"
"B25093","AGE OF HOUSEHOLDER BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS"
"C25093","AGE OF HOUSEHOLDER BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS"
"B25094","SELECTED MONTHLY OWNER COSTS"
"B25095","HOUSEHOLD INCOME BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS"
"C25095","HOUSEHOLD INCOME BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS"
"B25096","MORTGAGE STATUS BY VALUE"
"B25097","MORTGAGE STATUS BY MEDIAN VALUE (DOLLARS)"
"B25098","MORTGAGE STATUS BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)"
"B25099","MORTGAGE STATUS BY MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)"
"B25100","MORTGAGE STATUS BY RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS"
"B25101","MORTGAGE STATUS BY MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS"
"B25102","MORTGAGE STATUS BY REAL ESTATE TAXES PAID"
"B25103","MORTGAGE STATUS BY MEDIAN REAL ESTATE TAXES PAID (DOLLARS)"
"B25104","MONTHLY HOUSING COSTS"
"B25105","MEDIAN MONTHLY HOUSING COSTS (DOLLARS)"
"B25106","TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS"
"B25107","MEDIAN VALUE BY YEAR STRUCTURE BUILT"
"B25108","AGGREGATE VALUE (DOLLARS) BY YEAR STRUCTURE BUILT"
"B25109","MEDIAN VALUE BY YEAR HOUSEHOLDER MOVED INTO UNIT"
"B25110","AGGREGATE VALUE (DOLLARS) BY YEAR HOUSEHOLDER MOVED INTO UNIT"
"B25111","MEDIAN GROSS RENT BY YEAR STRUCTURE BUILT"
"B25112","AGGREGATE GROSS RENT (DOLLARS) BY YEAR STRUCTURE BUILT"
"B25113","MEDIAN GROSS RENT BY YEAR HOUSEHOLDER MOVED INTO UNIT"
"B25114","AGGREGATE GROSS RENT (DOLLARS) BY YEAR HOUSEHOLDER MOVED INTO UNIT"
"B25115","TENURE BY HOUSEHOLD TYPE AND PRESENCE AND AGE OF OWN CHILDREN"
"B25116","TENURE BY HOUSEHOLD SIZE BY AGE OF HOUSEHOLDER"
"B25117","TENURE BY HOUSE HEATING FUEL"
"B25118","TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)"
"B25119","MEDIAN HOUSEHOLD INCOME THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) BY TENURE"
"B25120","AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) BY TENURE AND MORTGAGE STATUS"
"B25121","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) BY VALUE"
"C25121","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) BY VALUE"
"B25122","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) BY GROSS RENT"
"C25122","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) BY GROSS RENT"
"B25123","TENURE BY SELECTED PHYSICAL AND FINANCIAL CONDITIONS"
"B25124","TENURE BY HOUSEHOLD SIZE BY UNITS IN STRUCTURE"
"B25125","TENURE BY AGE OF HOUSEHOLDER BY UNITS IN STRUCTURE"
"B25126","TENURE BY AGE OF HOUSEHOLDER BY YEAR STRUCTURE BUILT"
"B25127","TENURE BY YEAR STRUCTURE BUILT BY UNITS IN STRUCTURE"
"B25128","TENURE BY AGE OF HOUSEHOLDER BY YEAR HOUSEHOLDER MOVED INTO UNIT"
"B25129","TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT BY UNITS IN STRUCTURE"
"B26001","GROUP QUARTERS POPULATION"
"B27001","HEALTH INSURANCE COVERAGE STATUS BY SEX BY AGE"
"C27001","HEALTH INSURANCE COVERAGE STATUS BY SEX BY AGE"
"B27001A","HEALTH INSURANCE COVERAGE STATUS BY AGE (WHITE ALONE)"
"C27001A","HEALTH INSURANCE COVERAGE STATUS BY AGE (WHITE ALONE)"
"B27001B","HEALTH INSURANCE COVERAGE STATUS BY AGE (BLACK OR AFRICAN AMERICAN ALONE)"
"C27001B","HEALTH INSURANCE COVERAGE STATUS BY AGE (BLACK OR AFRICAN AMERICAN ALONE)"
"B27001C","HEALTH INSURANCE COVERAGE STATUS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE)"
"C27001C","HEALTH INSURANCE COVERAGE STATUS BY AGE (AMERICAN INDIAN AND ALASKA NATIVE ALONE)"
"B27001D","HEALTH INSURANCE COVERAGE STATUS BY AGE (ASIAN ALONE)"
"C27001D","HEALTH INSURANCE COVERAGE STATUS BY AGE (ASIAN ALONE)"
"B27001E","HEALTH INSURANCE COVERAGE STATUS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE)"
"C27001E","HEALTH INSURANCE COVERAGE STATUS BY AGE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE)"
"B27001F","HEALTH INSURANCE COVERAGE STATUS BY AGE (SOME OTHER RACE ALONE)"
"C27001F","HEALTH INSURANCE COVERAGE STATUS BY AGE (SOME OTHER RACE ALONE)"
"B27001G","HEALTH INSURANCE COVERAGE STATUS BY AGE (TWO OR MORE RACES)"
"C27001G","HEALTH INSURANCE COVERAGE STATUS BY AGE (TWO OR MORE RACES)"
"B27001H","HEALTH INSURANCE COVERAGE STATUS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)"
"C27001H","HEALTH INSURANCE COVERAGE STATUS BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)"
"B27001I","HEALTH INSURANCE COVERAGE STATUS BY AGE (HISPANIC OR LATINO)"
"C27001I","HEALTH INSURANCE COVERAGE STATUS BY AGE (HISPANIC OR LATINO)"
"B27002","PRIVATE HEALTH INSURANCE STATUS BY SEX BY AGE"
"C27002","PRIVATE HEALTH INSURANCE STATUS BY SEX BY AGE"
"B27003","PUBLIC HEALTH INSURANCE STATUS BY SEX BY AGE"
"C27003","PUBLIC HEALTH INSURANCE STATUS BY SEX BY AGE"
"B27004","EMPLOYER-BASED HEALTH INSURANCE  BY SEX BY AGE"
"C27004","EMPLOYER-BASED HEALTH INSURANCE  BY SEX BY AGE"
"B27005","DIRECT-PURCHASE HEALTH INSURANCE BY SEX BY AGE"
"C27005","DIRECT-PURCHASE HEALTH INSURANCE BY SEX BY AGE"
"B27006","MEDICARE COVERAGE BY SEX BY AGE"
"C27006","MEDICARE COVERAGE BY SEX BY AGE"
"B27007","MEDICAID/MEANS-TESTED PUBLIC COVERAGE BY SEX BY AGE"
"C27007","MEDICAID/MEANS-TESTED PUBLIC COVERAGE BY SEX BY AGE"
"B27008","TRICARE/MILITARY HEALTH COVERAGE BY SEX BY AGE"
"C27008","TRICARE/MILITARY HEALTH COVERAGE BY SEX BY AGE"
"B27009","VA HEALTH CARE BY SEX BY AGE"
"C27009","VA HEALTH CARE BY SEX BY AGE"
"B27010","TYPES OF HEALTH INSURANCE COVERAGE BY AGE"
"C27010","TYPES OF HEALTH INSURANCE COVERAGE BY AGE"
"B27011","HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS BY AGE"
"B27012","HEALTH INSURANCE COVERAGE STATUS AND TYPE BY WORK EXPERIENCE BY SEX BY AGE"
"C27012","HEALTH INSURANCE COVERAGE STATUS AND TYPE BY WORK EXPERIENCE BY AGE"
"B27013","PRIVATE HEALTH INSURANCE BY WORK EXPERIENCE BY SEX BY AGE"
"C27013","PRIVATE HEALTH INSURANCE BY WORK EXPERIENCE BY AGE"
"B27014","PUBLIC HEALTH INSURANCE BY WORK EXPERIENCE BY SEX BY AGE"
"C27014","PUBLIC HEALTH INSURANCE BY WORK EXPERIENCE BY AGE"
"B27015","HEALTH INSURANCE COVERAGE STATUS AND TYPE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)"
"B27016","HEALTH INSURANCE COVERAGE STATUS AND TYPE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE"
"C27016","HEALTH INSURANCE COVERAGE STATUS BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE"
"B27017","PRIVATE HEALTH INSURANCE  BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE"
"C27017","PRIVATE HEALTH INSURANCE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE"
"B27018","PUBLIC HEALTH INSURANCE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE"
"C27018","PUBLIC HEALTH INSURANCE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE"
"B27019","HEALTH INSURANCE COVERAGE STATUS AND TYPE BY AGE BY EDUCATIONAL ATTAINMENT"
"B27020","HEALTH INSURANCE COVERAGE STATUS AND TYPE BY CITIZENSHIP STATUS"
"B27021","HEALTH INSURANCE COVERAGE STATUS AND TYPE BY LIVING ARRANGEMENT"
"B27022","HEALTH INSURANCE COVERAGE STATUS BY SEX BY ENROLLMENT STATUS FOR YOUNG ADULTS AGED 19 TO 25"
"B27023","PRIVATE HEALTH INSURANCE BY SEX BY ENROLLMENT STATUS FOR YOUNG ADULTS AGED 19 TO 25"
"B28001","TYPES OF COMPUTERS IN HOUSEHOLD"
"B28002","PRESENCE AND TYPES OF INTERNET SUBSCRIPTIONS IN HOUSEHOLD"
"B28003","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD"
"B28004","HOUSEHOLD INCOME IN THE LAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) BY PRESENCE AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD"
"B28005","AGE BY PRESENCE OF A COMPUTER AND TYPES OF INTERNET SUBSCRIPTION IN HOUSEHOLD"
"B28006","EDUCATIONAL ATTAINMENT BY PRESENCE OF A COMPUTER AND TYPES OF INTERNET SUBSCRIPTION IN HOUSEHOLD"
"B28007","LABOR FORCE STATUS BY PRESENCE OF A COMPUTER AND TYPES OF INTERNET SUBSCRIPTION IN HOUSEHOLD"
"B28008","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD"
"B28009A","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (WHITE ALONE)"
"B28009B","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (BLACK OR AFRICAN AMERICAN ALONE)"
"B28009C","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (AMERICAN INDIAN AND ALASKA NATIVE ALONE)"
"B28009D","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (ASIAN ALONE)"
"B28009E","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE)"
"B28009F","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (SOME OTHER RACE ALONE)"
"B28009G","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (TWO OR MORE RACES)"
"B28009H","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (WHITE ALONE, NOT HISPANIC OR LATINO)"
"B28009I","PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (HISPANIC OR LATINO)"
"B28010","COMPUTERS IN HOUSEHOLD"
"B28011","INTERNET SUBSCRIPTIONS IN HOUSEHOLD"
"B98001","UNWEIGHTED HOUSING UNIT SAMPLE"
"B98002","UNWEIGHTED GROUP QUARTERS POPULATION SAMPLE "
"B98011","HOUSING UNIT COVERAGE RATE "
"B98012","TOTAL POPULATION COVERAGE RATE BY SEX "
"B98013","TOTAL POPULATION COVERAGE RATE BY WEIGHTING RACE AND HISPANIC OR LATINO GROUPS "
"B98014","GROUP QUARTERS POPULATION COVERAGE RATE "
"B98021","HOUSING UNIT RESPONSE AND NONRESPONSE RATES WITH REASONS FOR NONINTERVIEWS"
"B98022","GROUP QUARTERS POPULATION RESPONSE AND NONRESPONSE RATES WITH REASONS FOR NONINTERVIEWS "
"B98031","OVERALL PERSON CHARACTERISTIC ALLOCATION RATE"
"B98032","OVERALL HOUSING UNIT CHARACTERISTIC ALLOCATION RATE"
"B99011","ALLOCATION OF SEX"
"B99012","ALLOCATION OF AGE"
"B99021","ALLOCATION OF RACE"
"B99031","ALLOCATION OF HISPANIC OR LATINO ORIGIN"
"B99051","ALLOCATION OF CITIZENSHIP STATUS"
"B99052","ALLOCATION OF YEAR OF ENTRY"
"B99052PR","ALLOCATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO"
"B99053","ALLOCATION OF YEAR OF NATURALIZATION"
"B99061","ALLOCATION OF PLACE OF BIRTH"
"B99071","ALLOCATION OF MOBILITY STATUS FOR THE POPULATION 1 YEAR AND OVER"
"B99072","ALLOCATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER"
"B99080","ALLOCATION OF MEANS OF TRANSPORTATION TO WORK"
"B99081","ALLOCATION OF PLACE OF WORK"
"B99082","ALLOCATION OF PRIVATE VEHICLE OCCUPANCY"
"B99083","ALLOCATION OF TIME LEAVING HOME TO GO TO WORK"
"B99084","ALLOCATION OF TRAVEL TIME TO WORK"
"B99085","ALLOCATION OF VEHICLES AVAILABLE FOR WORKERS"
"B99086","ALLOCATION OF MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY"
"B99087","ALLOCATION OF TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY"
"B99088","ALLOCATION OF TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY"
"B99089","ALLOCATION OF VEHICLES AVAILABLE FOR WORKERS FOR WORKPLACE GEOGRAPHY"
"B99092","ALLOCATION OF RELATIONSHIP"
"B99102","ALLOCATION OF GRANDPARENTS LIVING WITH GRANDCHILDREN UNDER 18 YEARS"
"B99103","ALLOCATION OF GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN UNDER 18 YEARS"
"B99104","ALLOCATION OF LENGTH OF TIME GRANDPARENT RESPONSIBLE FOR OWN GRANDCHILDREN UNDER 18 YEARS FOR THE POPULATION 30 YEARS AND OVER"
"B99121","ALLOCATION OF MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER"
"B99122","ALLOCATION OF DIVORCED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER"
"B99123","ALLOCATION OF MARRIED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER"
"B99124","ALLOCATION OF WIDOWED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER"
"B99125","ALLOCATION OF TIMES MARRIED FOR THE POPULATION 15 YEARS AND OVER"
"B99126","ALLOCATION OF YEAR LAST MARRIED FOR THE POPULATION 15 YEARS AND OVER"
"B99131","ALLOCATION OF MARITAL STATUS FOR FEMALES 15 TO 50 YEARS"
"B99132","ALLOCATION OF FERTILITY OF WOMEN 15 TO 50 YEARS "
"B99141","ALLOCATION OF SCHOOL ENROLLMENT FOR THE POPULATION 3 YEARS AND OVER"
"B99142","ALLOCATION OF GRADE ENROLLED FOR THE POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL"
"B99151","ALLOCATION OF EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER"
"B99152","ALLOCATION OF FIELD OF DEGREE FOR POPULATION 25 YEARS AND OVER"
"B99161","ALLOCATION OF LANGUAGE STATUS FOR THE POPULATION 5 YEARS AND OVER"
"B99162","ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER"
"B99163","ALLOCATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER"
"B99171","ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS"
"B99172","ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES"
"B99181","ALLOCATION OF DISABILITY ITEMS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION "
"B99182","ALLOCATION OF HEARING DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION "
"B99183","ALLOCATION OF VISION DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION "
"B99184","ALLOCATION OF COGNITIVE DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER"
"B99185","ALLOCATION OF AMBULATORY DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER"
"B99186","ALLOCATION OF SELF-CARE DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER"
"B99187","AGE BY ALLOCATION OF INDEPENDENT LIVING DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 15 YEARS AND OVER"
"B99191","ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED"
"B99192","ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED"
"B99193","ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED"
"B99194","ALLOCATION OF NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED"
"B99201","ALLOCATION OF EARNINGS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER - PERCENT OF EARNINGS ALLOCATED"
"B99211","ALLOCATION OF VETERAN STATUS FOR THE POPULATION 18 YEARS AND OVER"
"B99212","ALLOCATION OF PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER"
"B99221","ALLOCATION OF FOOD STAMPS/SNAP RECEIPT"
"B99231","ALLOCATION OF EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER"
"B99232","ALLOCATION OF WORK STATUS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER"
"B99233","ALLOCATION OF USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER"
