"tableID","variableID","stub"
"B07404HPR","B07404HPR_005","Moved to the United States"
"B07404I","B07404I_001","Total living in area 1 year ago:"
"B07404I","B07404I_002","Same house"
"B07404I","B07404I_003","Moved within same county"
"B07404I","B07404I_004","Moved to different county within same state"
"B07404I","B07404I_005","Moved to different state"
"B07404IPR","B07404IPR_001","Total living in area 1 year ago:"
"B07404IPR","B07404IPR_002","Same house"
"B07404IPR","B07404IPR_003","Moved within same municipio"
"B07404IPR","B07404IPR_004","Moved to different municipio"
"B07404IPR","B07404IPR_005","Moved to the United States"
"B07407","B07407_001","Total living in area 1 year ago:"
"B07407","B07407_002","Native"
"B07407","B07407_003","Foreign born:"
"B07407","B07407_004","Naturalized U.S. citizen"
"B07407","B07407_005","Not a U.S. citizen"
"B07407","B07407_006","Same house:"
"B07407","B07407_007","Native"
"B07407","B07407_008","Foreign born:"
"B07407","B07407_009","Naturalized U.S. citizen"
"B07407","B07407_010","Not a U.S. citizen"
"B07407","B07407_011","Moved within same county:"
"B07407","B07407_012","Native"
"B07407","B07407_013","Foreign born:"
"B07407","B07407_014","Naturalized U.S. citizen"
"B07407","B07407_015","Not a U.S. citizen"
"B07407","B07407_016","Moved to different county within same state:"
"B07407","B07407_017","Native"
"B07407","B07407_018","Foreign born:"
"B07407","B07407_019","Naturalized U.S. citizen"
"B07407","B07407_020","Not a U.S. citizen"
"B07407","B07407_021","Moved to different state:"
"B07407","B07407_022","Native"
"B07407","B07407_023","Foreign born:"
"B07407","B07407_024","Naturalized U.S. citizen"
"B07407","B07407_025","Not a U.S. citizen"
"B07407PR","B07407PR_001","Total living in area 1 year ago:"
"B07407PR","B07407PR_002","Native"
"B07407PR","B07407PR_003","Foreign born:"
"B07407PR","B07407PR_004","Naturalized U.S. citizen"
"B07407PR","B07407PR_005","Not a U.S. citizen"
"B07407PR","B07407PR_006","Same house:"
"B07407PR","B07407PR_007","Native"
"B07407PR","B07407PR_008","Foreign born:"
"B07407PR","B07407PR_009","Naturalized U.S. citizen"
"B07407PR","B07407PR_010","Not a U.S. citizen"
"B07407PR","B07407PR_011","Moved within same municipio:"
"B07407PR","B07407PR_012","Native"
"B07407PR","B07407PR_013","Foreign born:"
"B07407PR","B07407PR_014","Naturalized U.S. citizen"
"B07407PR","B07407PR_015","Not a U.S. citizen"
"B07407PR","B07407PR_016","Moved to different municipio:"
"B07407PR","B07407PR_017","Native"
"B07407PR","B07407PR_018","Foreign born:"
"B07407PR","B07407PR_019","Naturalized U.S. citizen"
"B07407PR","B07407PR_020","Not a U.S. citizen"
"B07407PR","B07407PR_021","Moved to the United States:"
"B07407PR","B07407PR_022","Native"
"B07407PR","B07407PR_023","Foreign born:"
"B07407PR","B07407PR_024","Naturalized U.S. citizen"
"B07407PR","B07407PR_025","Not a U.S. citizen"
"B07408","B07408_001","Total living in area 1 year ago:"
"B07408","B07408_002","Never married"
"B07408","B07408_003","Now married, except separated"
"B07408","B07408_004","Divorced"
"B07408","B07408_005","Separated"
"B07408","B07408_006","Widowed"
"B07408","B07408_007","Same house:"
"B07408","B07408_008","Never married"
"B07408","B07408_009","Now married, except separated"
"B07408","B07408_010","Divorced"
"B07408","B07408_011","Separated"
"B07408","B07408_012","Widowed"
"B07408","B07408_013","Moved within same county:"
"B07408","B07408_014","Never married"
"B07408","B07408_015","Now married, except separated"
"B07408","B07408_016","Divorced"
"B07408","B07408_017","Separated"
"B07408","B07408_018","Widowed"
"B07408","B07408_019","Moved to different county within same state:"
"B07408","B07408_020","Never married"
"B07408","B07408_021","Now married, except separated"
"B07408","B07408_022","Divorced"
"B07408","B07408_023","Separated"
"B07408","B07408_024","Widowed"
"B07408","B07408_025","Moved to different state:"
"B07408","B07408_026","Never married"
"B07408","B07408_027","Now married, except separated"
"B07408","B07408_028","Divorced"
"B07408","B07408_029","Separated"
"B07408","B07408_030","Widowed"
"B07408PR","B07408PR_001","Total living in area 1 year ago:"
"B07408PR","B07408PR_002","Never married"
"B07408PR","B07408PR_003","Now married, except separated"
"B07408PR","B07408PR_004","Divorced"
"B07408PR","B07408PR_005","Separated"
"B07408PR","B07408PR_006","Widowed"
"B07408PR","B07408PR_007","Same house:"
"B07408PR","B07408PR_008","Never married"
"B07408PR","B07408PR_009","Now married, except separated"
"B07408PR","B07408PR_010","Divorced"
"B07408PR","B07408PR_011","Separated"
"B07408PR","B07408PR_012","Widowed"
"B07408PR","B07408PR_013","Moved within same municipio:"
"B07408PR","B07408PR_014","Never married"
"B07408PR","B07408PR_015","Now married, except separated"
"B07408PR","B07408PR_016","Divorced"
"B07408PR","B07408PR_017","Separated"
"B07408PR","B07408PR_018","Widowed"
"B07408PR","B07408PR_019","Moved to different municipio:"
"B07408PR","B07408PR_020","Never married"
"B07408PR","B07408PR_021","Now married, except separated"
"B07408PR","B07408PR_022","Divorced"
"B07408PR","B07408PR_023","Separated"
"B07408PR","B07408PR_024","Widowed"
"B07408PR","B07408PR_025","Moved to the United States:"
"B07408PR","B07408PR_026","Never married"
"B07408PR","B07408PR_027","Now married, except separated"
"B07408PR","B07408PR_028","Divorced"
"B07408PR","B07408PR_029","Separated"
"B07408PR","B07408PR_030","Widowed"
"B07409","B07409_001","Total living in area 1 year ago:"
"B07409","B07409_002","Less than high school graduate"
"B07409","B07409_003","High school graduate (includes equivalency)"
"B07409","B07409_004","Some college or associate's degree"
"B07409","B07409_005","Bachelor's degree"
"B07409","B07409_006","Graduate or professional degree"
"B07409","B07409_007","Same house:"
"B07409","B07409_008","Less than high school graduate"
"B07409","B07409_009","High school graduate (includes equivalency)"
"B07409","B07409_010","Some college or associate's degree"
"B07409","B07409_011","Bachelor's degree"
"B07409","B07409_012","Graduate or professional degree"
"B07409","B07409_013","Moved within same county:"
"B07409","B07409_014","Less than high school graduate"
"B07409","B07409_015","High school graduate (includes equivalency)"
"B07409","B07409_016","Some college or associate's degree"
"B07409","B07409_017","Bachelor's degree"
"B07409","B07409_018","Graduate or professional degree"
"B07409","B07409_019","Moved to different county within same state:"
"B07409","B07409_020","Less than high school graduate"
"B07409","B07409_021","High school graduate (includes equivalency)"
"B07409","B07409_022","Some college or associate's degree"
"B07409","B07409_023","Bachelor's degree"
"B07409","B07409_024","Graduate or professional degree"
"B07409","B07409_025","Moved to different state:"
"B07409","B07409_026","Less than high school graduate"
"B07409","B07409_027","High school graduate (includes equivalency)"
"B07409","B07409_028","Some college or associate's degree"
"B07409","B07409_029","Bachelor's degree"
"B07409","B07409_030","Graduate or professional degree"
"B07409PR","B07409PR_001","Total living in area 1 year ago:"
"B07409PR","B07409PR_002","Less than high school graduate"
"B07409PR","B07409PR_003","High school graduate (includes equivalency)"
"B07409PR","B07409PR_004","Some college or associate's degree"
"B07409PR","B07409PR_005","Bachelor's degree"
"B07409PR","B07409PR_006","Graduate or professional degree"
"B07409PR","B07409PR_007","Same house:"
"B07409PR","B07409PR_008","Less than high school graduate"
"B07409PR","B07409PR_009","High school graduate (includes equivalency)"
"B07409PR","B07409PR_010","Some college or associate's degree"
"B07409PR","B07409PR_011","Bachelor's degree"
"B07409PR","B07409PR_012","Graduate or professional degree"
"B07409PR","B07409PR_013","Moved within same municipio:"
"B07409PR","B07409PR_014","Less than high school graduate"
"B07409PR","B07409PR_015","High school graduate (includes equivalency)"
"B07409PR","B07409PR_016","Some college or associate's degree"
"B07409PR","B07409PR_017","Bachelor's degree"
"B07409PR","B07409PR_018","Graduate or professional degree"
"B07409PR","B07409PR_019","Moved to different municipio:"
"B07409PR","B07409PR_020","Less than high school graduate"
"B07409PR","B07409PR_021","High school graduate (includes equivalency)"
"B07409PR","B07409PR_022","Some college or associate's degree"
"B07409PR","B07409PR_023","Bachelor's degree"
"B07409PR","B07409PR_024","Graduate or professional degree"
"B07409PR","B07409PR_025","Moved to the United States:"
"B07409PR","B07409PR_026","Less than high school graduate"
"B07409PR","B07409PR_027","High school graduate (includes equivalency)"
"B07409PR","B07409PR_028","Some college or associate's degree"
"B07409PR","B07409PR_029","Bachelor's degree"
"B07409PR","B07409PR_030","Graduate or professional degree"
"B07410","B07410_001","Total living in area 1 year ago:"
"B07410","B07410_002","No income"
"B07410","B07410_003","With income:"
"B07410","B07410_004","$1 to $9,999 or loss"
"B07410","B07410_005","$10,000 to $14,999"
"B07410","B07410_006","$15,000 to $24,999"
"B07410","B07410_007","$25,000 to $34,999"
"B07410","B07410_008","$35,000 to $49,999"
"B07410","B07410_009","$50,000 to $64,999"
"B07410","B07410_010","$65,000 to $74,999"
"B07410","B07410_011","$75,000 or more"
"B07410","B07410_012","Same house:"
"B07410","B07410_013","No income"
"B07410","B07410_014","With income:"
"B07410","B07410_015","$1 to $9,999 or loss"
"B07410","B07410_016","$10,000 to $14,999"
"B07410","B07410_017","$15,000 to $24,999"
"B07410","B07410_018","$25,000 to $34,999"
"B07410","B07410_019","$35,000 to $49,999"
"B07410","B07410_020","$50,000 to $64,999"
"B07410","B07410_021","$65,000 to $74,999"
"B07410","B07410_022","$75,000 or more"
"B07410","B07410_023","Moved within same county:"
"B07410","B07410_024","No income"
"B07410","B07410_025","With income:"
"B07410","B07410_026","$1 to $9,999 or loss"
"B07410","B07410_027","$10,000 to $14,999"
"B07410","B07410_028","$15,000 to $24,999"
"B07410","B07410_029","$25,000 to $34,999"
"B07410","B07410_030","$35,000 to $49,999"
"B07410","B07410_031","$50,000 to $64,999"
"B07410","B07410_032","$65,000 to $74,999"
"B07410","B07410_033","$75,000 or more"
"B07410","B07410_034","Moved to different county within same state:"
"B07410","B07410_035","No income"
"B07410","B07410_036","With income:"
"B07410","B07410_037","$1 to $9,999 or loss"
"B07410","B07410_038","$10,000 to $14,999"
"B07410","B07410_039","$15,000 to $24,999"
"B07410","B07410_040","$25,000 to $34,999"
"B07410","B07410_041","$35,000 to $49,999"
"B07410","B07410_042","$50,000 to $64,999"
"B07410","B07410_043","$65,000 to $74,999"
"B07410","B07410_044","$75,000 or more"
"B07410","B07410_045","Moved to different state:"
"B07410","B07410_046","No income"
"B07410","B07410_047","With income:"
"B07410","B07410_048","$1 to $9,999 or loss"
"B07410","B07410_049","$10,000 to $14,999"
"B07410","B07410_050","$15,000 to $24,999"
"B07410","B07410_051","$25,000 to $34,999"
"B07410","B07410_052","$35,000 to $49,999"
"B07410","B07410_053","$50,000 to $64,999"
"B07410","B07410_054","$65,000 to $74,999"
"B07410","B07410_055","$75,000 or more"
"B07410PR","B07410PR_001","Total living in area 1 year ago:"
"B07410PR","B07410PR_002","No income"
"B07410PR","B07410PR_003","With income:"
"B07410PR","B07410PR_004","$1 to $9,999 or loss"
"B07410PR","B07410PR_005","$10,000 to $14,999"
"B07410PR","B07410PR_006","$15,000 to $24,999"
"B07410PR","B07410PR_007","$25,000 to $34,999"
"B07410PR","B07410PR_008","$35,000 to $49,999"
"B07410PR","B07410PR_009","$50,000 to $64,999"
"B07410PR","B07410PR_010","$65,000 to $74,999"
"B07410PR","B07410PR_011","$75,000 or more"
"B07410PR","B07410PR_012","Same house:"
"B07410PR","B07410PR_013","No income"
"B07410PR","B07410PR_014","With income:"
"B07410PR","B07410PR_015","$1 to $9,999 or loss"
"B07410PR","B07410PR_016","$10,000 to $14,999"
"B07410PR","B07410PR_017","$15,000 to $24,999"
"B07410PR","B07410PR_018","$25,000 to $34,999"
"B07410PR","B07410PR_019","$35,000 to $49,999"
"B07410PR","B07410PR_020","$50,000 to $64,999"
"B07410PR","B07410PR_021","$65,000 to $74,999"
"B07410PR","B07410PR_022","$75,000 or more"
"B07410PR","B07410PR_023","Moved within same municipio:"
"B07410PR","B07410PR_024","No income"
"B07410PR","B07410PR_025","With income:"
"B07410PR","B07410PR_026","$1 to $9,999 or loss"
"B07410PR","B07410PR_027","$10,000 to $14,999"
"B07410PR","B07410PR_028","$15,000 to $24,999"
"B07410PR","B07410PR_029","$25,000 to $34,999"
"B07410PR","B07410PR_030","$35,000 to $49,999"
"B07410PR","B07410PR_031","$50,000 to $64,999"
"B07410PR","B07410PR_032","$65,000 to $74,999"
"B07410PR","B07410PR_033","$75,000 or more"
"B07410PR","B07410PR_034","Moved to different municipio:"
"B07410PR","B07410PR_035","No income"
"B07410PR","B07410PR_036","With income:"
"B07410PR","B07410PR_037","$1 to $9,999 or loss"
"B07410PR","B07410PR_038","$10,000 to $14,999"
"B07410PR","B07410PR_039","$15,000 to $24,999"
"B07410PR","B07410PR_040","$25,000 to $34,999"
"B07410PR","B07410PR_041","$35,000 to $49,999"
"B07410PR","B07410PR_042","$50,000 to $64,999"
"B07410PR","B07410PR_043","$65,000 to $74,999"
"B07410PR","B07410PR_044","$75,000 or more"
"B07410PR","B07410PR_045","Moved to the United States:"
"B07410PR","B07410PR_046","No income"
"B07410PR","B07410PR_047","With income:"
"B07410PR","B07410PR_048","$1 to $9,999 or loss"
"B07410PR","B07410PR_049","$10,000 to $14,999"
"B07410PR","B07410PR_050","$15,000 to $24,999"
"B07410PR","B07410PR_051","$25,000 to $34,999"
"B07410PR","B07410PR_052","$35,000 to $49,999"
"B07410PR","B07410PR_053","$50,000 to $64,999"
"B07410PR","B07410PR_054","$65,000 to $74,999"
"B07410PR","B07410PR_055","$75,000 or more"
"B07411","","Median income in the past 12 months --"
"B07411","B07411_001","Total living in area 1 year ago:"
"B07411","B07411_002","Same house"
"B07411","B07411_003","Moved within same county"
"B07411","B07411_004","Moved to different county within same state"
"B07411","B07411_005","Moved to different state"
"B07411PR","","Median income in the past 12 months --"
"B07411PR","B07411PR_001","Total living in area 1 year ago:"
"B07411PR","B07411PR_002","Same house"
"B07411PR","B07411PR_003","Moved within same municipio"
"B07411PR","B07411PR_004","Moved to different municipio"
"B07411PR","B07411PR_005","Moved to the United States"
"B07412","B07412_001","Total living in area 1 year ago:"
"B07412","B07412_002","Below 100 percent of the poverty level"
"B07412","B07412_003","100 to 149 percent of the poverty level"
"B07412","B07412_004","At or above 150 percent of the poverty level"
"B07412","B07412_005","Same house:"
"B07412","B07412_006","Below 100 percent of the poverty level"
"B07412","B07412_007","100 to 149 percent of the poverty level"
"B07412","B07412_008","At or above 150 percent of the poverty level"
"B07412","B07412_009","Moved within same county:"
"B07412","B07412_010","Below 100 percent of the poverty level"
"B07412","B07412_011","100 to 149 percent of the poverty level"
"B07412","B07412_012","At or above 150 percent of the poverty level"
"B07412","B07412_013","Moved to different county within same state:"
"B07412","B07412_014","Below 100 percent of the poverty level"
"B07412","B07412_015","100 to 149 percent of the poverty level"
"B07412","B07412_016","At or above 150 percent of the poverty level"
"B07412","B07412_017","Moved to different state:"
"B07412","B07412_018","Below 100 percent of the poverty level"
"B07412","B07412_019","100 to 149 percent of the poverty level"
"B07412","B07412_020","At or above 150 percent of the poverty level"
"B07412PR","B07412PR_001","Total living in area 1 year ago:"
"B07412PR","B07412PR_002","Below 100 percent of the poverty level"
"B07412PR","B07412PR_003","100 to 149 percent of the poverty level"
"B07412PR","B07412PR_004","At or above 150 percent of the poverty level"
"B07412PR","B07412PR_005","Same house:"
"B07412PR","B07412PR_006","Below 100 percent of the poverty level"
"B07412PR","B07412PR_007","100 to 149 percent of the poverty level"
"B07412PR","B07412PR_008","At or above 150 percent of the poverty level"
"B07412PR","B07412PR_009","Moved within same municipio:"
"B07412PR","B07412PR_010","Below 100 percent of the poverty level"
"B07412PR","B07412PR_011","100 to 149 percent of the poverty level"
